fold num,imgid,label,feature1,feature2,feature3
9,image (1371).JPG,0,72.5,0.0,614.8843377828598
0,image (906).JPG,0,171.5,43.0,1248.9230035543442
1,image (864).JPG,0,193.0,0.0,1103.3666546344757
2,image (282).JPG,0,72.5,0,603.2274836301804
3,image (1046).JPG,0,19841.5,4289.5,769.7371500730515
4,image (701).JPG,0,109.0,0,552.0386657714844
5,image (1077).JPG,0,187.5,2.0,1132.437722325325
6,image (74).JPG,0,129.0,0,821.1757488250732
7,image (253).JPG,0,18576.0,1.5,563.6122596263885
8,image (429).JPG,0,35.0,0,460.04877042770386
9,image (1290).JPG,0,135.0,0,813.1757488250732
0,image (129).JPG,0,140.0,5.5,1114.714852809906
1,image (321).JPG,0,104.0,0.5,884.6072072982788
2,image (37).JPG,0,285.5,0.0,1673.1626797914505
3,image (365).JPG,0,130.0,0.0,945.6021549701691
4,image (1387).JPG,0,151.5,0.0,1391.1240140199661
5,image (1354).JPG,0,109.0,0.0,1072.4894571304321
6,image (99).JPG,0,19949.5,0.0,697.1097334623337
7,image (1296).JPG,0,78.5,0.0,619.7127648591995
8,image (1197).JPG,0,45.5,0.0,546.8599525690079
9,image (133).JPG,0,189.5,1.0,1146.5209826231003
0,image (860).JPG,0,151.0,0.0,1275.7686755657196
1,image (703).JPG,0,134.0,8.0,861.6610300540924
2,image (833).JPG,0,113.5,0,911.9625457525253
3,image (867).JPG,0,23970,465.0,950.1118214130402
4,image (347).JPG,0,105.0,0.0,1100.4894571304321
5,image (372).JPG,0,126.5,1.0,864.9331082105637
6,image (1426).JPG,0,16466.0,0,541.269113779068
7,image (876).JPG,0,205.5,0.0,1391.0895241498947
8,image (467).JPG,0,112.5,0.0,967.4183894395828
9,image (530).JPG,0,16534.5,11.0,493.2863587141037
0,image (904).JPG,0,125.0,45.5,1249.4844048023224
1,image (1023).JPG,0,16041.0,0,619.8376553058624
2,image (290).JPG,0,170.5,42.0,967.8691807985306
3,image (1445).JPG,0,141.0,14.0,1145.3422694206238
4,image (497).JPG,0,82.5,0,683.4528793096542
5,image (646).JPG,0,163.0,0.0,1318.337217092514
6,image (1435).JPG,0,176.0,21.0,1076.0529463291168
7,image (529).JPG,0,12154.5,3.5,442.80107748508453
8,image (1251).JPG,0,136.5,0.5,1151.5849100351334
9,image (146).JPG,0,140.0,0.0,1025.8864257335663
0,image (1308).JPG,0,116.0,6.0,964.6904675960541
1,image (452).JPG,0,153.0,0,1032.2295715808868
2,image (611).JPG,0,132.0,0.0,1039.7442903518677
3,image (593).JPG,0,142.0,1.0,1264.7981131076813
4,image (650).JPG,0,24696,2090.5,1350.5037376880646
5,image (28).JPG,0,71.5,0.0,932.4234417676926
6,image (1458).JPG,0,288.0,43.0,1490.3514976501465
7,image (145).JPG,0,188.0,0.0,1187.9351961612701
8,image (959).JPG,0,144.0,8.5,1036.3717069625854
9,image (638).JPG,0,9815.5,149.5,407.0020879507065
0,image (1084).JPG,0,116.0,0.0,652.3229365348816
1,image (787).JPG,0,16779.5,0.0,553.4284940958023
2,image (533).JPG,0,150.5,63.5,1038.9574934244156
3,image (550).JPG,0,118.0,0,838.2640614509583
4,image (1185).JPG,0,19435,4303.0,944.2051863670349
5,image (303).JPG,0,426.0,205.5,1454.8468835353851
6,image (1401).JPG,0,104.5,2.0,883.3351291418076
7,image (476).JPG,0,22.0,0,252.30865597724915
8,image (455).JPG,0,138.0,0,1174.513842344284
9,image (926).JPG,0,20830.0,8.0,869.1757488250732
0,image (413).JPG,0,85.5,0,563.7127648591995
1,image (1245).JPG,0,171.0,47.0,1100.739238023758
2,image (25).JPG,0,16842.5,4.0,653.168608546257
3,image (93).JPG,0,200.0,0,1458.0184564590454
4,image (266).JPG,0,22608.0,0.0,589.6711347103119
5,image (1195).JPG,0,153.5,0,957.3006392717361
6,image (1109).JPG,0,23572,2198.0,1169.2001340389252
7,image (583).JPG,0,114.0,0,844.5483322143555
8,image (1340).JPG,0,16021.5,378.0,561.4873691797256
9,image (532).JPG,0,104.0,4.0,973.0336134433746
0,image (1497).JPG,0,266.0,122.5,1381.1555395126343
1,image (667).JPG,0,164.0,0,1118.9402484893799
2,image (747).JPG,0,139.0,0.0,1086.9991235733032
3,image (268).JPG,0,172.0,0.0,1278.739238023758
4,image (1436).JPG,0,19685,1634.5,966.9574934244156
5,image (616).JPG,0,189.0,1.5,1078.6803629398346
6,image (716).JPG,0,131.5,0.0,758.9331082105637
7,image (155).JPG,0,118.0,0.0,1082.5727174282074
8,image (1183).JPG,0,38.5,0,607.8893901109695
9,image (1309).JPG,0,28371,972.5,1448.160591840744
0,image (1019).JPG,0,124.0,0.5,1160.2295715808868
1,image (1276).JPG,0,133.5,19.5,1080.815358042717
2,image (813).JPG,0,77.0,0.0,490.4995617866516
3,image (471).JPG,0,193.5,0.0,1150.236711859703
4,image (60).JPG,0,29820.0,8.0,704.0975408554077
5,image (914).JPG,0,26775,227.0,1101.3422694206238
6,image (1266).JPG,0,126.0,15.5,794.891478061676
7,image (776).JPG,0,59.5,0,475.0020879507065
8,image (946).JPG,0,24670.5,2.5,621.6538897752762
9,image (199).JPG,0,116.5,27.0,642.080295920372
0,image (1219).JPG,0,17956.5,0.0,596.9432128667831
1,image (655).JPG,0,124.5,0.0,1188.9574934244156
2,image (774).JPG,0,48.5,0,629.2863587141037
3,image (69).JPG,0,136.5,15.5,818.7320977449417
4,image (826).JPG,0,31017,404.5,1235.5676651000977
5,image (118).JPG,0,37950,189.0,1519.9768263101578
6,image (535).JPG,0,100.5,2.5,942.3056915998459
7,image (840).JPG,0,136.0,0,1168.8569881916046
8,image (1269).JPG,0,75.5,0,831.0264731645584
9,image (17).JPG,0,135.5,0.5,1200.8986183404922
0,image (1121).JPG,0,78.5,0,778.9675980806351
1,image (852).JPG,0,197.5,3.0,1147.34940969944
2,image (1026).JPG,0,12508.5,1.0,470.6589421033859
3,image (607).JPG,0,245.5,34.0,1803.3636902570724
4,image (424).JPG,0,42570,818.5,1259.4844048023224
5,image (310).JPG,0,146.5,0.0,995.5016497373581
6,image (1453).JPG,0,48.5,0,638.6589421033859
7,image (1366).JPG,0,26026,407.5,997.5188946723938
8,image (1097).JPG,0,153.0,33.0,1131.2833943367004
9,image (988).JPG,0,157.0,0.0,965.8864257335663
0,image (76).JPG,0,158.0,9.5,949.6854152679443
1,image (1402).JPG,0,20520,340.5,984.2640614509583
2,image (806).JPG,0,19051.5,26.0,557.2274836301804
3,image (1099).JPG,0,130.5,1.5,922.5310872793198
4,image (314).JPG,0,13370.5,887.5,551.168608546257
5,image (935).JPG,0,108.0,12.5,940.2640614509583
6,image (1469).JPG,0,33354,1128.0,844.4478269815445
7,image (1502).JPG,0,156.5,0,920.9574934244156
8,image (323).JPG,0,218.0,0.0,1450.7291333675385
9,image (879).JPG,0,110.0,1.0,871.9209156036377
0,image (1246).JPG,0,130.0,0.0,916.1463112831116
1,image (95).JPG,0,81.0,8.5,660.2396762371063
2,image (662).JPG,0,107.5,0.0,778.0214208364487
3,image (1013).JPG,0,200.5,46.0,1226.663118004799
4,image (856).JPG,0,133.0,106.0,1145.0579986572266
5,image (1500).JPG,0,161.0,0.5,1145.4844048023224
6,image (237).JPG,0,61.0,0.0,548.8427076339722
7,image (721).JPG,0,67.0,0,639.0437180995941
8,image (933).JPG,0,18375,241.5,971.8620405197144
9,image (219).JPG,0,107.5,0.0,656.5655771493912
0,image (222).JPG,0,16506.5,76.5,531.6295045614243
1,image (1375).JPG,0,133.0,0.0,1177.3422694206238
2,image (580).JPG,0,93.0,8.0,913.2934989929199
3,image (353).JPG,0,199.0,0,1501.6164355278015
4,image (82).JPG,0,142.5,20.5,1210.7564829587936
5,image (790).JPG,0,161.0,0,948.9991235733032
6,image (732).JPG,0,162.5,145.0,1387.751430630684
7,image (1236).JPG,0,139.0,0,1047.4600195884705
8,image (59).JPG,0,103.0,0,881.3767592906952
9,image (18).JPG,0,215.0,0.0,1391.8174459934235
0,image (392).JPG,0,206.0,1.0,1355.449914932251
1,image (999).JPG,0,158.0,0.0,1318.337217092514
2,image (801).JPG,0,198.0,0.0,1321.5920503139496
3,image (154).JPG,0,74.0,46.5,896.8082177639008
4,image (815).JPG,0,102.0,0.0,836.4061968326569
5,image (691).JPG,0,112.0,0,838.2640614509583
6,image (936).JPG,0,72.5,0.0,825.0264731645584
7,image (1424).JPG,0,41.0,0,411.8477599620819
8,image (964).JPG,0,25597,1116.0,1058.8569881916046
9,image (765).JPG,0,92.5,0,602.9675980806351
0,image (672).JPG,0,216.0,0.0,1311.3321647644043
1,image (180).JPG,0,94.0,58.5,859.092488527298
2,image (267).JPG,0,30163,2743.0,1053.928055882454
3,image (887).JPG,0,108.0,0.0,1026.3473217487335
4,image (1452).JPG,0,30732,1033.5,842.9331082105637
5,image (905).JPG,0,95.5,5.0,821.192993760109
6,image (250).JPG,0,204.5,0.0,1356.261097073555
7,image (54).JPG,0,182.5,94.5,1155.325024485588
8,image (97).JPG,0,27232,561.0,1234.8813734054565
9,image (746).JPG,0,100.5,36.0,684.080295920372
0,image (1083).JPG,0,101.0,1.5,899.5777697563171
1,image (748).JPG,0,85.5,72.5,639.168608546257
2,image (932).JPG,0,149.5,0,844.0458060503006
3,image (216).JPG,0,108.0,0.0,672.5239470005035
4,image (1027).JPG,0,103.0,10.0,916.1219260692596
5,image (768).JPG,0,31886,453.5,1016.1046811342239
6,image (164).JPG,0,123.0,2.5,1014.2884466648102
7,image (195).JPG,0,111.0,3.0,791.9209156036377
8,image (1238).JPG,0,2823.0,262.5,826.6315925121307
9,image (47).JPG,0,190.0,0.0,1473.959581375122
0,image (3).JPG,0,65.0,0.0,728.9848430156708
1,image (1036).JPG,0,120.0,0,728.2640614509583
2,image (430).JPG,0,164.0,0.0,1026.5971026420593
3,image (242).JPG,0,141.5,1.0,912.815358042717
4,image (1045).JPG,0,174.0,0.0,1111.8519358634949
5,image (924).JPG,0,71.5,0.0,527.7716399431229
6,image (688).JPG,0,80.5,0,483.08534824848175
7,image (498).JPG,0,135.5,35.0,1380.3544620275497
8,image (775).JPG,0,87.0,0.5,1056.4061968326569
9,image (785).JPG,0,75.0,4.0,819.5533845424652
0,image (956).JPG,0,147.5,0,1369.8103057146072
1,image (1235).JPG,0,165.5,128.0,1051.52603495121
2,image (625).JPG,0,26797.0,4015.0,660.9259679317474
3,image (1012).JPG,0,226.0,0,985.7930607795715
4,image (58).JPG,0,48.5,0.0,476.8599525690079
5,image (1172).JPG,0,144.0,5.0,1123.1412589550018
6,image (111).JPG,0,30096,375.5,932.4305820465088
7,image (1239).JPG,0,152.0,0.0,1061.9696860313416
8,image (808).JPG,0,76.0,10.5,577.1269783973694
9,image (1044).JPG,0,94.0,0.5,723.1513636112213
0,image (488).JPG,0,185.5,26.0,1253.751430630684
1,image (577).JPG,0,115.5,21.0,790.8498479127884
2,image (1318).JPG,0,17925.5,22.5,718.1391710042953
3,image (514).JPG,0,137.5,8.0,951.8447955846786
4,image (1237).JPG,0,151.5,0.0,1130.1534515619278
5,image (572).JPG,0,16886.5,0.0,529.2274836301804
6,image (714).JPG,0,61.5,0,791.4284940958023
7,image (1355).JPG,0,62.5,0,533.1442233324051
8,image (982).JPG,0,14919.5,2617.5,519.0020879507065
9,image (1150).JPG,0,73.0,0,670.9259679317474
0,image (712).JPG,0,203.5,68.5,1418.4032324552536
1,image (660).JPG,0,23124,91.5,725.9381605386734
2,image (1215).JPG,0,104.5,0.0,611.4528793096542
3,image (710).JPG,0,246.5,0,1436.5697530508041
4,image (1244).JPG,0,63.0,0,981.4112491607666
5,image (516).JPG,0,142.5,0,1490.7219930887222
6,image (981).JPG,0,46.5,0.0,516.5168067216873
7,image (694).JPG,0,146.0,1.5,1061.827550649643
8,image (115).JPG,0,22796,209.0,749.8965303897858
9,image (1481).JPG,0,17767.5,32.0,562.9432128667831
0,image (1447).JPG,0,104.0,0,881.4356343746185
1,image (558).JPG,0,52.0,0.0,672.0142805576324
2,image (628).JPG,0,108.5,16.5,906.3056915998459
3,image (534).JPG,0,143.5,2.5,626.6488374471664
4,image (1329).JPG,0,95.0,9.0,1058.5483322143555
5,image (215).JPG,0,240.0,0.0,1540.871268749237
6,image (598).JPG,0,110.0,0.0,778.2640614509583
7,image (899).JPG,0,89.5,17.0,526.1980460882187
8,image (1410).JPG,0,84.0,28.5,584.4406867027283
9,image (1313).JPG,0,9458.5,0.0,584.080295920372
0,image (460).JPG,0,30375,496.0,859.7960251569748
1,image (599).JPG,0,134.0,45.5,759.0336134433746
2,image (480).JPG,0,70.5,0.0,576.8010774850845
3,image (507).JPG,0,53.5,0.0,328.43354642391205
4,image (433).JPG,0,37596,192.5,856.2640614509583
5,image (547).JPG,0,163.5,7.5,1381.550420165062
6,image (379).JPG,0,170.5,0.0,1229.9524410963058
7,image (737).JPG,0,151.5,0.0,1025.3006392717361
8,image (930).JPG,0,161.0,27.5,882.2295715808868
9,image (632).JPG,0,181.0,0.0,1206.8224983215332
0,image (1182).JPG,0,16039.0,927.5,547.2447285652161
1,image (658).JPG,0,88.5,0,465.5706294775009
2,image (728).JPG,0,22862,238.5,1254.8641284704208
3,image (5).JPG,0,128.0,0.0,958.9747383594513
4,image (617).JPG,0,192.0,169.5,1224.136206626892
5,image (564).JPG,0,92.0,0.0,543.6122596263885
6,image (1267).JPG,0,177.0,122.5,852.8569881916046
7,image (604).JPG,0,115.5,5.0,1100.3889518976212
8,image (918).JPG,0,83.5,6.0,603.168608546257
9,image (142).JPG,0,26430.0,0,682.180801153183
0,image (24).JPG,0,27027,2311.0,1103.0579986572266
1,image (1457).JPG,0,156.0,0.0,995.7442903518677
2,image (777).JPG,0,123.0,5.0,921.6610300540924
3,image (1368).JPG,0,117.5,3.5,1274.815358042717
4,image (1117).JPG,0,11471.0,164.0,556.4995617866516
5,image (766).JPG,0,175.0,1.0,1071.7686755657196
6,image (1124).JPG,0,32336,2389.0,1691.17278444767
7,image (1106).JPG,0,13805.5,5.0,559.369619011879
8,image (300).JPG,0,159.5,1.0,1136.3544620275497
9,image (989).JPG,0,185.0,0.0,1296.4793524742126
0,image (640).JPG,0,122.0,0.0,914.3473217487335
1,image (45).JPG,0,89.0,6.0,967.7787802219391
2,image (680).JPG,0,146.0,1.0,1023.8864257335663
3,image (1483).JPG,0,156.5,1.0,1066.2123266458511
4,image (103).JPG,0,139.0,7.5,916.2884466648102
5,image (1327).JPG,0,15888.5,1471.0,519.0609630346298
6,image (395).JPG,0,123.0,0.0,771.5777697563171
7,image (843).JPG,0,249.5,0,1388.0255967378616
8,image (404).JPG,0,18415,614.5,740.3645666837692
9,image (396).JPG,0,151.0,3.0,724.2884466648102
0,image (711).JPG,0,112.5,32.0,698.7077125310898
1,image (587).JPG,0,97.5,11.0,517.0264731645584
2,image (928).JPG,0,91.0,0,643.8965303897858
3,image (902).JPG,0,17329.0,0.0,543.8132700920105
4,image (143).JPG,0,133.5,4.5,789.5605248212814
5,image (114).JPG,0,186.0,18.5,1459.5920503139496
6,image (1431).JPG,0,20428.0,123.5,1033.6610300540924
7,image (552).JPG,0,117.5,0,740.3645666837692
8,image (1482).JPG,0,174.0,0.0,1238.136206626892
9,image (915).JPG,0,165.0,121.0,1205.9108109474182
0,image (40).JPG,0,126.5,0.5,1030.8742331266403
1,image (884).JPG,0,18330,249.0,1046.1290663480759
2,image (1437).JPG,0,168.5,9.5,1152.6976078748703
3,image (1024).JPG,0,20286,883.0,970.3889518976212
4,image (183).JPG,0,15353.5,524.0,797.7615352869034
5,image (761).JPG,0,175.0,0.0,1288.9646337032318
6,image (138).JPG,0,32250,148.5,881.0579986572266
7,image (1162).JPG,0,207.0,103.0,1261.5331752300262
8,image (706).JPG,0,132.0,0.0,848.4894571304321
9,image (1459).JPG,0,119.0,0,782.2640614509583
0,image (1078).JPG,0,30396,2989.0,1400.7463783025742
1,image (123).JPG,0,81.5,0,606.3990565538406
2,image (66).JPG,0,100.5,0.0,977.1341186761856
3,image (910).JPG,0,55.0,0,541.8721451759338
4,image (627).JPG,0,169.5,0.0,817.9869309663773
5,image (744).JPG,0,32835,2243.0,990.2955869436264
6,image (1361).JPG,0,159.0,0.0,963.1168737411499
7,image (175).JPG,0,162.0,0,1283.0235087871552
8,image (285).JPG,0,18065.0,0.0,555.8132700920105
9,image (380).JPG,0,156.5,0,902.4722121953964
0,image (1439).JPG,0,82.0,0.0,774.3818116188049
1,image (633).JPG,0,87.0,8.0,916.2640614509583
2,image (1243).JPG,0,190.5,11.5,1204.3788472414017
3,image (870).JPG,0,108.0,0.0,592.5239470005035
4,image (523).JPG,0,235.5,50.0,1499.2560447454453
5,image (1305).JPG,0,149.0,0.0,1004.2295715808868
6,image (759).JPG,0,134.0,0.0,1068.8569881916046
7,image (77).JPG,0,189.5,0.0,1450.3788472414017
8,image (1186).JPG,0,90.0,5.0,597.6122596263885
9,image (461).JPG,0,927.5,614.0,1307.1139093637466
0,image (225).JPG,0,234.5,0.0,1424.4276176691055
1,image (10).JPG,0,235.0,0,1473.3565499782562
2,image (519).JPG,0,126.0,0.0,1050.915863275528
3,image (951).JPG,0,62.0,0,607.9554054737091
4,image (1326).JPG,0,194.5,0,1374.1189616918564
5,image (367).JPG,0,163.5,0.0,1184.2955869436264
6,image (1226).JPG,0,125.0,0.5,1169.8864257335663
7,image (241).JPG,0,178.5,2.0,927.8691807985306
8,image (1062).JPG,0,128.5,2.5,1127.4427746534348
9,image (668).JPG,0,140.0,0,835.8620405197144
0,image (582).JPG,0,85.0,0,582.4406867027283
1,image (600).JPG,0,17917.0,185.5,763.9209156036377
2,image (945).JPG,0,314.0,83.5,1019.3666546344757
3,image (681).JPG,0,146.0,7.0,928.2295715808868
4,image (260).JPG,0,131.0,0.0,1299.1412589550018
5,image (1373).JPG,0,93.5,4.0,791.7371500730515
6,image (829).JPG,0,207.0,0,1287.6753106117249
7,image (157).JPG,0,257.5,0.0,1232.8296386003494
8,image (337).JPG,0,133.5,3.5,880.7320977449417
9,image (809).JPG,0,227.5,3.0,1234.4032324552536
0,image (882).JPG,0,184.5,22.5,1128.2955869436264
1,image (86).JPG,0,182.5,0.0,1224.3788472414017
2,image (1277).JPG,0,104.5,0,672.080295920372
3,image (201).JPG,0,128.0,0.5,1139.2590091228485
4,image (584).JPG,0,192.0,10.5,1409.5331752300262
5,image (345).JPG,0,141.5,12.5,1104.4722121953964
6,image (406).JPG,0,14534.5,3.0,553.9137753248215
7,image (1154).JPG,0,174.5,0.0,1205.52603495121
8,image (495).JPG,0,292.0,225.5,1486.9789142608643
9,image (36).JPG,0,173.0,0.0,1139.224519252777
0,image (1406).JPG,0,199.0,0.5,1081.1656441688538
1,image (1295).JPG,0,173.5,0,1130.1534515619278
2,image (209).JPG,0,125.5,0.0,910.7320977449417
3,image (328).JPG,0,27216,243.5,1082.9402484893799
4,image (1370).JPG,0,174.5,0.5,1404.663118004799
5,image (1247).JPG,0,185.5,66.5,1235.0651389360428
6,image (807).JPG,0,158.5,0.0,1248.7808681726456
7,image (540).JPG,0,10584,87.0,462.29141104221344
8,image (1114).JPG,0,21932.5,0.0,622.6000670194626
9,image (954).JPG,0,99.5,0,950.5067020654678
0,image (208).JPG,0,67.5,42.0,612.7422024011612
1,image (56).JPG,0,191.0,0.0,1146.8224983215332
2,image (122).JPG,0,14534.0,0.0,550.2152910232544
3,image (357).JPG,0,74.0,4.0,739.9554054737091
4,image (857).JPG,0,18481.0,14.0,604.9259679317474
5,image (1020).JPG,0,112.0,0,1026.205186367035
6,image (326).JPG,0,26330.5,0,681.168608546257
7,image (224).JPG,0,213.0,0.0,1271.6753106117249
8,image (291).JPG,0,51.5,0.0,454.71781718730927
9,image (246).JPG,0,156.0,0.0,1635.1067690849304
0,image (603).JPG,0,58.5,0.0,669.9137753248215
1,image (27).JPG,0,33649,201.5,879.6610300540924
2,image (690).JPG,0,24450,298.0,645.6122596263885
3,image (952).JPG,0,226.5,1.5,1698.2266072034836
4,image (442).JPG,0,20137.0,8.5,800.2640614509583
5,image (1403).JPG,0,91.5,8.0,754.6833273172379
6,image (330).JPG,0,261.5,54.5,1448.8540238142014
7,image (975).JPG,0,207.0,0.5,1322.2194669246674
8,image (173).JPG,0,23630.0,85.0,765.0092282295227
9,image (192).JPG,0,25350,2136.0,863.903670668602
0,image (821).JPG,0,137.5,0.0,1268.5554724931717
1,image (213).JPG,0,107.0,18.0,1127.9453008174896
2,image (977).JPG,0,17821.5,0.0,515.5706294775009
3,image (248).JPG,0,79.0,0.5,719.5533845424652
4,image (979).JPG,0,203.0,6.0,1209.5920503139496
5,image (1110).JPG,0,32111,348.0,1740.8123936653137
6,image (485).JPG,0,157.5,0.0,994.4133371114731
7,image (23).JPG,0,14640.0,0.0,618.4406867027283
8,image (727).JPG,0,33000,1201.5,851.092488527298
9,image (1073).JPG,0,113.5,3.5,1175.6437851190567
0,image (88).JPG,0,198.0,12.5,1091.650925397873
1,image (841).JPG,0,26000.5,6.5,650.5411919355392
2,image (1316).JPG,0,164.5,120.5,1068.5554724931717
3,image (244).JPG,0,87.5,7.0,802.4234417676926
4,image (796).JPG,0,3213.0,2849.0,434.9015827178955
5,image (1278).JPG,0,95.0,70.5,658.2396762371063
6,image (1301).JPG,0,34719,404.5,1677.8002010583878
7,image (1408).JPG,0,26805.0,1.5,701.269113779068
8,image (724).JPG,0,13531.0,0.0,671.7787802219391
9,image (948).JPG,0,140.5,0.0,890.5310872793198
0,image (243).JPG,0,23270,298.0,1137.7098004817963
1,image (1427).JPG,0,20010,1342.5,885.7199051380157
2,image (262).JPG,0,20448,913.5,1011.0823838710785
3,image (606).JPG,0,17787.0,72.5,944.2884466648102
4,image (1273).JPG,0,115.5,5.5,795.192993760109
5,image (508).JPG,0,12689.0,0.0,484.84270763397217
6,image (1210).JPG,0,9207,190.5,326.83556735515594
7,image (412).JPG,0,112.5,0.0,1313.4427746534348
8,image (973).JPG,0,219.5,0.0,1104.1778367757797
9,image (942).JPG,0,102.0,10.5,755.979790687561
0,image (443).JPG,0,168.5,0.0,835.6437851190567
1,image (472).JPG,0,328.5,0,1204.060086607933
2,image (1338).JPG,0,71.0,4.5,738.0975408554077
3,image (150).JPG,0,234.0,0.0,1183.474300146103
4,image (407).JPG,0,183.0,0.0,952.7981131076813
5,image (315).JPG,0,14622.5,23.0,908.4234417676926
6,image (771).JPG,0,78.0,1.0,517.0437180995941
7,image (626).JPG,0,142.5,4.0,1075.727045416832
8,image (1066).JPG,0,182.5,1.0,1439.148399233818
9,image (1473).JPG,0,187.0,0,1353.1067690849304
0,image (405).JPG,0,100.5,0,782.8498479127884
1,image (251).JPG,0,42500,1140.0,1627.9179512262344
2,image (770).JPG,0,28161,2003.5,1091.626540184021
3,image (288).JPG,0,171.0,123.0,1061.9108109474182
4,image (1202).JPG,0,31164,2479.5,1037.751430630684
5,image (750).JPG,0,130.0,0.5,848.6904675960541
6,image (1204).JPG,0,26172.0,55.0,698.2396762371063
7,image (1372).JPG,0,105.0,0.0,730.7249574661255
8,image (619).JPG,0,24768,630.0,1114.8326029777527
9,image (1425).JPG,0,67.5,0.0,698.3401814699173
0,image (1444).JPG,0,156.5,0.5,743.5605248212814
1,image (394).JPG,0,28819,210.0,976.0701912641525
2,image (134).JPG,0,145.5,143.0,1112.9574934244156
3,image (1433).JPG,0,197.0,1.0,1069.5087900161743
4,image (1345).JPG,0,25.5,0,427.4629839658737
5,image (788).JPG,0,90.5,0.0,957.3351291418076
6,image (299).JPG,0,79.0,0.0,821.8965303897858
7,image (1478).JPG,0,69.5,0,613.5706294775009
8,image (895).JPG,0,111.0,2.0,747.4356343746185
9,image (1086).JPG,0,204.0,0.0,1283.7341856956482
0,image (1487).JPG,0,122.0,0.0,838.6904675960541
1,image (438).JPG,0,187.5,0.0,1124.2955869436264
2,image (1090).JPG,0,36.0,1.5,412.67618703842163
3,image (179).JPG,0,146.5,0.0,1169.0996288061142
4,image (319).JPG,0,24436,506.5,1027.8447955846786
5,image (794).JPG,0,32231,247.5,834.2640614509583
6,image (692).JPG,0,83.5,4.0,563.369619011879
7,image (549).JPG,0,101.0,0,996.2051863670349
8,image (1421).JPG,0,73.5,11.0,773.6538897752762
9,image (578).JPG,0,229.5,144.0,1689.9667216539383
0,image (419).JPG,0,82.5,0,613.8549002408981
1,image (700).JPG,0,126.0,28.0,961.803165435791
2,image (1184).JPG,0,156.5,8.5,1002.7564829587936
3,image (81).JPG,0,194.5,0.0,1239.2905346155167
4,image (635).JPG,0,15673.0,1.0,518.0142805576324
5,image (729).JPG,0,107.5,76.5,620.9087229967117
6,image (1337).JPG,0,171.0,1.0,1370.337217092514
7,image (1074).JPG,0,147.0,0.0,1045.3422694206238
8,image (1085).JPG,0,180.5,45.5,1012.0113161802292
9,image (1163).JPG,0,22254.5,22.0,907.0752435922623
0,image (13).JPG,0,126.0,0.0,799.0336134433746
1,image (545).JPG,0,129.0,0,727.8620405197144
2,image (548).JPG,0,20856,572.5,1053.7615352869034
3,image (831).JPG,0,1553.0,1.5,1087.449914932251
4,image (1167).JPG,0,164.0,41.0,1035.3422694206238
5,image (1470).JPG,0,26720,264.0,1333.4082847833633
6,image (1089).JPG,0,12711.0,108.5,494.81832242012024
7,image (197).JPG,0,70.0,0,526.357426404953
8,image (477).JPG,0,86.0,30.0,859.068103313446
9,image (978).JPG,0,22217.5,399.5,587.6538897752762
0,image (567).JPG,0,14764.5,2.5,848.3056915998459
1,image (1411).JPG,0,136.5,2.0,1095.7859205007553
2,image (1146).JPG,0,23846.0,50.5,693.3279888629913
3,image (1420).JPG,0,112.0,4.0,788.7493426799774
4,image (1461).JPG,0,23010,1628.5,817.2173789739609
5,image (364).JPG,0,3712.5,164.0,1064.3645666837692
6,image (1465).JPG,0,107.0,46.0,611.6955199241638
7,image (825).JPG,0,85.5,0,538.3990565538406
8,image (85).JPG,0,178.5,0.5,1436.5798577070236
9,image (1034).JPG,0,44.5,0,620.457931637764
0,image (571).JPG,0,161.0,0.0,1049.602154970169
1,image (1006).JPG,0,93.5,26.5,826.7077125310898
2,image (151).JPG,0,208.5,0.5,1452.060086607933
3,image (120).JPG,0,59.5,0.0,483.8305150270462
4,image (1080).JPG,0,35840,183.0,668.4234417676926
5,image (14).JPG,0,142.0,110.5,1463.9940712451935
6,image (940).JPG,0,92.5,0.0,924.8498479127884
7,image (400).JPG,0,52.5,0,511.62950456142426
8,image (987).JPG,0,108.0,17.0,956.891478061676
9,image (551).JPG,0,133.5,7.0,781.4183894395828
0,image (202).JPG,0,24682.5,0,673.5117543935776
1,image (1173).JPG,0,129.5,1.0,935.3595143556595
2,image (274).JPG,0,321.0,9.0,1669.831726551056
3,image (912).JPG,0,124.0,0,614.4650719165802
4,image (723).JPG,0,135.5,7.5,1108.9574934244156
5,image (953).JPG,0,20978.5,15.5,1043.928055882454
6,image (542).JPG,0,187.0,0.0,968.2539567947388
7,image (654).JPG,0,82.5,2.5,786.2224313020706
8,image (1342).JPG,0,29865,414.0,1545.5575604438782
9,image (390).JPG,0,96.0,55.5,649.2102386951447
0,image (1217).JPG,0,169.0,4.0,1352.7636232376099
1,image (1320).JPG,0,93.5,0.0,755.2518688440323
2,image (618).JPG,0,102.5,46.0,702.7077125310898
3,image (816).JPG,0,129.5,0.0,739.9625457525253
4,image (1306).JPG,0,192.0,0.0,1125.7098004817963
5,image (194).JPG,0,205.0,0.5,1070.136206626892
6,image (437).JPG,0,83.5,0.0,428.457931637764
7,image (1395).JPG,0,124.0,0.0,1027.11687374115
8,image (888).JPG,0,109.5,79.0,838.5067020654678
9,image (1000).JPG,0,166.5,104.0,1154.2955869436264
0,image (1001).JPG,0,24963,667.5,1146.3960921764374
1,image (411).JPG,0,92.0,42.0,632.2396762371063
